"KLBCF,FCHKD,KKKIC",4.00,5,0
"JKDKK,KDKLA,FFABF",8.00,5,0
"EBFBK,KKIKG,AGCEK",0.00,5,0
"LFLBK,KKKHF,GLAFK",148.00,5,0
"KHBEK,HKAAH,KHKEA",12.00,5,0
"KADIH,FKKDE,KJAGK",0.00,5,0
"FKLJE,EDICK,KGKKD",0.00,5,0
"KEKLD,FKCCK,CGKIG",0.00,5,0
"GCDKB,HLGEK,KKKLG",65.00,5,0
"KKLDK,FDAHF,EKCDK",0.00,5,0
"KFKBG,CKGFE,ELHKK",0.00,5,0
"KGAKK,EBFBD,CKEKJ",0.00,5,0
"FBGFD,KKKGK,DLAKI",8.00,5,0
"KKCHK,BBFFB,KCDIK",0.00,5,0
"DKKEE,KAALK,AKDAG",15.00,5,0
"KEAKF,HICDA,KKECK",0.00,5,0
"KAAEK,LEIGL,EKFKK",0.00,5,0
"JKKCF,LFLEL,KKKCA",22.00,5,0
"CKGFD,AEKDA,KKFHK",0.00,5,0
"KKGKK,LDCBL,CFEKC",4.00,5,0
"KDHBK,GIDEL,KLCKK",6.00,5,0
"CKLKK,KEAID,LIBKF",77.00,5,0
"LIKKK,KKBFB,DIIGC",124.00,5,0
"KKKKK,EBCLA,LCICH",9.00,5,0
"KCLKK,GKKIC,CICLF",18.00,5,0
"KGCKK,CKBJC,LLGGK",173.00,5,0
"KGABK,IKLHC,KFEEK",0.00,5,0
"CKHFK,IDAKD,KHKGF",0.00,5,0
"KKJKK,LHBJD,FBKFH",15.00,5,0
"IIBKG,ECAIH,KKIKK",62.00,5,0
"KCAIK,LKFDD,CBKGK",0.00,5,0
"KKFKK,ECCLL,KILEE",0.00,5,0
"KDHKE,DGFHF,KKCKD",0.00,5,0
"IHGKC,KLKCH,BKHKD",16.00,5,0
"ADAFK,LBBCL,KKKFK",6.00,5,0
"KKFJK,BDKCH,HHLIK",66.00,5,0
"KDKDE,GADKH,CKEAK",0.00,5,0
"KCFGI,GKBFB,KIKAK",0.00,5,0
"KDALF,FHKKK,KFDGD",4.00,5,0
"KKDBG,AFCAH,KEKDK",0.00,5,0
"IFELK,HKDGB,KDKIK",0.00,5,0
"HFHGK,AKDDF,KHJKK",39.00,5,0
"IKKKA,FLCGD,LKKDF",31.00,5,0
"GKICG,KHKBL,GBFKK",0.00,5,0
"AKIHK,EEAKG,GKHBK",0.00,5,0
"KKAAK,EDKDA,ACDHK",0.00,5,0
"HKKDE,KFCEK,DKGFA",0.00,5,0
"KCGKK,AKDDB,HILHK",0.00,5,0
"KBLIK,LKDAJ,ACFKK",9.00,5,0
"KFKIH,AKCLK,CEKBA",0.00,5,0
"KKCKF,LAHFE,BDFKK",0.00,5,0
"AKFKK,IHBCF,KFKAE",0.00,5,0
"IKDKH,LFALK,KALKH",78.00,5,0
"BKLEG,FCHGF,CKKKK",9.00,5,0
"KKAKF,DFJBK,BCKFA",0.00,5,0
"LKCKL,GHFFK,KKEIH",12.00,5,0
"BFKHL,KIFJK,HKCKF",0.00,5,0
"GKAHK,KEDFH,AKLKL",0.00,5,0
"CBDGK,KKBBD,ICKKL",0.00,5,0
"BKKLK,KJAGE,LKDJL",0.00,5,0
"AKKEK,JEDCC,KFLBK",0.00,5,0
"LKFHK,IAKLL,EKDCK",0.00,5,0
"CJLCK,KIIAD,DKAKK",0.00,5,0
"KKEKB,BCFGI,EKGKD",0.00,5,0
"ELDAK,KKKLB,HCDFK",12.00,5,0
"GKBLL,DDKKK,LKGLF",0.00,5,0
"ILAKA,KEKGK,HKIEG",74.00,5,0
"KKKIA,JLLKK,CCFII",18.00,5,0
"KHKKC,GKCFD,HDBBK",12.00,5,0
"CKCKK,DCAAF,KKBCH",9.00,5,0
"KAKKF,HKIFA,ILLDK",160.00,5,0
"HKILL,JLDGJ,KKKAK",12.00,5,0
"KALFK,FKKKE,EFLCF",20.00,5,0
"AKKCE,CCGLK,GKFKL",0.00,5,0
"KKELL,FECIK,CKEKI",0.00,5,0
"GEHCK,KKGKL,FDBLK",0.00,5,0
"CLLLK,KKBKD,JCHHK",58.00,5,0
"GAGKK,KKEFG,HIHIK",0.00,5,0
"CKKBF,BLBHG,KDKLK",6.00,5,0
"BKKBG,AILKK,KEAAL",0.00,5,0
"AECKE,DKKIG,KBGEK",0.00,5,0
"KKICK,FIGKC,GADBK",0.00,5,0
"FKDKK,ECKEA,HKBIH",0.00,5,0
"KCCKD,LKAFK,CHKGE",15.00,5,0
"GKKFI,EELKK,JKBEG",15.00,5,0
"KKKLH,DDBCG,KLIGK",0.00,5,0
"KCKKC,GKILF,LJDKE",0.00,5,0
"KLGCK,DKBBB,EFKKA",0.00,5,0
"GLKGK,KALEG,CKDDK",52.00,5,0
"FLLKF,EKKLB,KHBBK",92.00,5,0
"KKAAK,BCLDH,FLDKK",30.00,5,0
"KGDLA,CCKKD,DKACK",0.00,5,0
"GLCKG,KKKEK,JDLCG",34.00,5,0
"LKKLC,HFBCH,EKDKK",8.00,5,0
"GLADK,BKKKC,KILCF",40.00,5,0
"KKKLK,FGFDA,CIIKL",0.00,5,0
"BKJCK,KFFDB,AHKGK",0.00,5,0
"CKHCK,KAKDG,FKLGB",0.00,5,0
"KKFDG,GBCEK,FKKIL",0.00,5,0
