"LIAEA,DLJCL,JEHBE",3,0.00,4.00,0.00,0.00,0.00,30.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"BBLGE,LJHLI,FFGBC",3,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,18.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"IIFGF,BFBEJ,LCDJE",3,0.00,4.00,0.00,0.00,18.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0,0
"AIDIG,DLGEL,IFHJH",3,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,4.00,11.00,11.00,0,0
"EALIE,BLFAH,ABDGD",4,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,0,0
"BCFHD,FLCEH,EBBFE",3,2.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,18.00,18.00,0,0
"DBEEF,FDFGH,LFBFC",3,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,18.00,0.00,2.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"EELHH,JLAJD,AADBK",3,0.00,15.00,0.00,0.00,4.00,0.00,0.00,4.00,15.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
"BLHGC,GFLLL,EHICA",3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0,0
"EIJBK,HLGCD,FBLHF",3,3.00,0.00,0.00,0.00,2.00,15.00,0.00,2.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,1,0
