"CKKIK,DJDFH,GFLAK",0.00,4,0
"EKBIK,AFHKL,EEICK",0.00,4,0
"KDJKG,EGKFK,FDHEB",0.00,4,0
"EBGEK,GAKLE,BFDKK",0.00,4,0
"KLJFK,FBAKE,AAKGA",12.00,4,0
"BKDKA,FECFK,LAKBG",0.00,4,0
"IBBFI,KLDGJ,AGKKK",16.00,4,0
"KEKKI,LFGGK,FEDIH",12.00,4,0
"IJKKG,KEHEL,DLCLK",12.00,4,0
"HBKFI,KFGJA,JHKDK",9.00,4,0
"BDAEK,KEGKG,DLABK",0.00,4,0
"KLAGK,GDIKE,JCKFJ",4.00,4,0
"EHKLH,CEBIE,AKKLK",0.00,4,0
"IJEKE,AKKEK,FJLBH",0.00,4,0
"GKFKD,HBKDK,ALBGE",12.00,4,0
"ALJHL,LEKKJ,GKFFK",24.00,4,0
"HHKCA,KDBIL,DFDKK",20.00,4,0
"EHFEK,DKKCH,JALGK",0.00,4,0
"CGHCB,KDCKF,HAKCK",0.00,4,0
"KCHAK,FBEEE,EIKCK",0.00,4,0
"FAKLD,KDBKK,ELDGG",6.00,4,0
"LKKDI,EAGKH,BFIDK",6.00,4,0
"LALKK,KEKFC,ALLJB",54.00,4,0
"KADLH,FKKJF,KJACD",0.00,4,0
"KKHGA,EDBEH,KHLBK",0.00,4,0
"KABJK,LLKCL,ECBAK",8.00,4,0
"BGIKK,ELKFC,DEAAK",0.00,4,0
"DJKLK,FDEAF,HLKIK",13.00,4,0
"EKCGK,KLBFA,HKLDE",51.00,4,0
"HLKKK,GELAJ,KHGBA",122.00,4,0
"EFKFK,LBLHD,ECKFK",85.00,4,0
"CKLKK,DLCGJ,LHBEK",188.00,4,0
"KBBKI,HFKEK,LCAFE",10.00,4,0
"GDGID,KLKKK,FIJGG",37.00,4,0
"ICEKG,GABAJ,JKKKA",0.00,4,0
"JCDJK,KDKLI,EIDIK",0.00,4,0
"GIKFH,IBDKC,KIBFK",16.00,4,0
"KFKLK,EABGL,GCAKE",0.00,4,0
"EDKLK,AFBAC,FAIKK",6.00,4,0
"CEKIK,KJDKB,BHFDL",0.00,4,0
"GJKGF,AGABK,KEKGD",8.00,4,0
"JECGK,ACFLA,DKKKJ",0.00,4,0
"IAKHD,AGJCE,KCKKH",0.00,4,0
"BEBII,JKKGL,LAJKK",0.00,4,0
"LIBFK,AKGKA,DELBK",73.00,4,0
"GBGKH,AEKJC,FKGGK",0.00,4,0
"AKHKF,KDELB,EKAAL",0.00,4,0
"DHEBK,CBFKG,ACKFK",0.00,4,0
"FHLBK,LIKKL,AKCCA",110.00,4,0
"KKAID,CGGFG,JKFDK",0.00,4,0
"EEGLE,GKFKK,DLKDE",27.00,4,0
"IAEKK,KHCLI,DCKBH",0.00,4,0
"DFCKK,EBBGJ,FKKLL",6.00,4,0
"AKKEH,LLDCA,EEKBK",16.00,4,0
"GKJKC,FDKCK,GEFHB",0.00,4,0
"KFGBD,CBICB,KKLKC",0.00,4,0
"KBCKK,FJHBD,GDKGG",0.00,4,0
"JFCFJ,ECDCK,LKKKF",36.00,4,0
"KCEJG,FKKFE,KBDDG",0.00,4,0
"LBKDD,EKCKB,HBIEK",0.00,4,0
"KFDHD,AJCBE,DIKKK",0.00,4,0
"KEAKD,AKBGC,KGLFE",0.00,4,0
"KEKBI,GBLFD,EHKJK",15.00,4,0
"GLDDK,KEICA,LAKAK",96.00,4,0
"FIDCF,ELKBG,KELKK",24.00,4,0
"LLFGK,KHKKC,ALLCE",203.00,4,0
"KKFKE,EDLFD,KLICE",15.00,4,0
"GLGJK,EBKKC,ALDEK",58.00,4,0
"GLKLL,DKAEC,IECKK",18.00,4,0
"HKDAC,DFKEK,ECIKI",0.00,4,0
"KBJBA,ELHKK,CHKBD",0.00,4,0
"CLCKK,EKFJA,LECKI",54.00,4,0
"HAHKK,JLAAH,BBGKK",39.00,4,0
"ABKJK,BKFHG,LBABK",0.00,4,0
"HEILK,GFKKG,JKFIH",0.00,4,0
"GHKDB,KAICK,HBKLI",9.00,4,0
"HFKEF,KDAAK,CAKBH",0.00,4,0
"GGAKK,LEKGB,FKLFC",56.00,4,0
"HDGHK,GFFEE,KIKKH",0.00,4,0
"EBKFA,DKLAB,AIKKD",0.00,4,0
"FCKJI,DELFF,FKKAK",0.00,4,0
"KDHLK,JCKKC,IEIDF",0.00,4,0
"GBIKK,EEHDC,FKEEK",0.00,4,0
"KKKDE,AAJHB,HKDAE",0.00,4,0
"KELLK,DDIFL,FEKBK",22.00,4,0
"ACKKG,KLCJK,CGILL",39.00,4,0
"HACKK,CJEJG,ACKCK",30.00,4,0
"LDFCK,AHDAH,FGKKK",29.00,4,0
"HALKA,LKKBJ,FAAKL",8.00,4,0
"AKLDI,FGIGL,GJKKK",94.00,4,0
"CFDKF,JBCIH,GKKCK",0.00,4,0
"CBBEK,KDEHG,FIKLK",0.00,4,0
"AKFKD,HFJIG,FAAKK",26.00,4,0
"IIKBK,KACHF,DFLLK",58.00,4,0
"JCCBK,CKKKE,LLAEG",31.00,4,0
