"DHJFH,JJFJL,GBDLE",0.00,0,1
"JLJBL,GJGJD,FBLIF",72.00,1,1
"BFAJI,JGJBL,HJGCI",0.00,0,1
"JBJGE,LHDCL,EJAJJ",9.00,1,1
"JJBJH,CCFIE,LHJBC",9.00,0,1
"JDEFE,FJJJB,IBBCC",0.00,1,1
"ILHFE,BJJJA,JLFFC",24.00,1,1
"JFCBK,GLLGC,IJJJH",152.00,0,1
"IJCIC,JCJEE,GBBJB",0.00,0,1
"JJIJC,LDGFE,KGJLK",27.00,2,1
"CJCKE,ECJAD,JDCJE",18.00,0,1
"JJJJD,HICFE,ADEDH",0.00,0,1
"FEJGF,JLAAD,DJJJL",8.00,1,1
"ICCGK,JJJJC,IAEAL",0.00,1,1
"HJGGD,BDJKA,JGBJC",0.00,0,1
"LLFDA,IJJJE,JLGAK",102.00,1,1
"JDJAE,LJIJL,DAAAE",0.00,2,1
"JLJAD,CAIFL,AJLJH",28.00,0,1
"JHCCE,GJHJH,LHJDD",72.00,0,1
"BKLJD,JCJKI,EJIEC",0.00,1,1
"CEEAL,DJBJE,JCJHG",0.00,0,1
"FDJGC,KEGDE,JJFJB",0.00,0,1
"JLEEF,FJLJD,ECJEC",110.00,0,1
"DJJJE,EFCAC,JAFHL",0.00,0,1
"HJAJC,KGKLJ,JAJBF",0.00,0,1
"EAJHD,DJIJL,JBLEA",0.00,0,1
"EEBJH,JBJLG,CJBCB",0.00,0,1
"JJBJC,LAILA,FDJCI",0.00,1,1
"JJJJK,IECGI,KHHDF",0.00,0,1
"GAJGA,JJLJH,HLEHL",420.00,0,1
"HAJED,DGEGL,JJHJH",0.00,0,1
"AJHJA,JDLAG,FFJGL",22.00,1,1
"BIAFJ,JJJJI,AFFHH",0.00,0,1
"JJLFL,DHJAA,AFCJE",0.00,0,1
"AIEJE,BFJGA,JJLIH",0.00,0,1
"JJLHF,AAJEA,LJLJG",16.00,0,1
"ALJGD,EJLJI,JIBDC",19.00,0,1
"LJJJL,FBLEG,JCBCE",21.00,0,1
"JIJLD,AHGAI,KJFJG",0.00,0,1
"GHJLE,JJHJI,CBGBL",0.00,0,1
"JHBLL,KJJJH,LEFDF",9.00,0,1
"KEGJK,ABJFE,JJCEL",0.00,0,1
"LHBFG,HJDJD,JKJAC",15.00,1,1
"JJJJG,AHHDL,KAFLF",0.00,0,1
"JJGJF,ALLEE,EHJIF",49.00,2,1
"JJJJD,ABAFE,HCLBD",0.00,0,1
"JDGAH,DJJJL,HBBKH",0.00,0,1
"ADLJA,JHJFH,GJCGA",0.00,0,1
"HFCFH,AJGJE,JLJLL",9.00,0,1
"JFALL,AGDFJ,JJJJH",0.00,1,1
"JAJIE,LCKFD,FJLJI",4.00,1,1
"AJEFF,JHJBB,ADFJK",0.00,1,1
"JAAJG,HLJDB,CJCIF",18.00,2,1
"JCHKH,DKIED,JJJJF",0.00,0,1
"JGGDA,DJJJI,GCBCE",29.00,1,1
"BJIFL,JEJHA,FJIJH",0.00,0,1
"EIEEE,GJLJI,JEJHD",60.00,1,1
"BJCDI,ACJIH,JBBJD",4.00,0,1
"EJIJE,JLDBA,CCJDF",0.00,0,1
"JAAHD,HJLJA,GFJAI",0.00,1,1
"JEBJG,AHJGH,LJALD",9.00,1,1
"LBAFD,JJJJE,AGGAH",29.00,0,1
"EHJEF,JJBJK,FHDGC",0.00,0,1
"BDJCK,FJEJE,JFBBH",4.00,1,1
"DCJDB,JGAHD,DJEJH",0.00,0,1
"JLDJH,BDJLD,DJCAH",51.00,0,1
"JJJJA,BBCFC,CFEAF",0.00,0,1
"CHLID,AJIJL,JEJEH",0.00,0,1
"ELGEE,JJJJF,EFDFE",0.00,0,1
"JJAJE,AIIBH,LLJIB",116.00,0,1
"JFCIE,HJGJA,EEJGK",0.00,0,1
"BDIJE,ABJIH,JJAFF",0.00,3,1
"HDLDC,DJJJF,JGLIL",40.00,1,1
"JJBJE,DCAIA,AFJEE",0.00,0,1
"AJAJG,BADCH,JCJBB",4.00,1,1
"JGAAH,DJIJE,ACJEH",0.00,0,1
"JDCJF,DCJFH,EJDCG",11.00,0,1
"IHDJE,JDJCF,BJEFA",0.00,0,1
"CJGJA,JGBKE,EBJIF",0.00,1,1
"JJALA,DEJCE,FCCJB",0.00,0,1
"FEJFE,IJDJH,JIJEA",8.00,1,1
"JEJCA,LJBJH,DLIAF",4.00,0,1
"ADHBE,LJJJK,JLFHH",130.00,0,1
"JIFGF,IJEJH,CCJDJ",8.00,1,1
