"LEIEH,ILFII,FBLDE",5,4.00,0.00,0.00,18.00,2.00,300.00,18.00,18.00,300.00,18.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1500.00,1500.00,0,0
"IICLA,AAGCB,LLLII",5,0.00,4.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,90.00,300.00,9.00,0.00,0.00,4.00,1500.00,4.00,4.00,300.00,4.00,0.00,0.00,0,0
"CCLFD,LLCIL,IHLFH",5,9.00,9.00,0.00,9.00,300.00,9.00,9.00,4.00,9.00,300.00,3.00,9.00,9.00,0.00,9.00,0.00,9.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.00,1500.00,0,0
"LDLEA,DIBII,LELAL",5,0.00,11.00,15.00,4.00,1500.00,300.00,4.00,4.00,300.00,1500.00,0.00,0.00,0.00,0.00,11.00,15.00,11.00,0.00,15.00,11.00,0.00,0.00,15.00,11.00,0.00,0.00,0,0
"LHLKD,ECCBA,ILLIL",5,0.00,30.00,1500.00,9.00,0.00,9.00,9.00,0.00,9.00,0.00,0.00,0.00,3.00,4.00,30.00,1500.00,0.00,15.00,300.00,0.00,9.00,0.00,300.00,0.00,0.00,0.00,1,0
"LELKL,EGCAC,ILLIB",5,0.00,15.00,300.00,2.00,0.00,25.00,2.00,0.00,25.00,0.00,0.00,0.00,0.00,4.00,15.00,300.00,15.00,15.00,1500.00,0.00,9.00,0.00,1500.00,0.00,0.00,0.00,1,0
"LIIJL,IJLAH,ELBIL",5,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,300.00,1500.00,15.00,4.00,0.00,4.00,300.00,1500.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0,0
"ECLCE,LLFLL,GHABH",5,320.00,0.00,0.00,0.00,90.00,0.00,0.00,2.00,280.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"IEEAL,ELCIH,LILLD",5,0.00,0.00,300.00,4.00,15.00,1500.00,4.00,9.00,4.00,300.00,0.00,0.00,0.00,4.00,0.00,4.00,15.00,0.00,4.00,15.00,4.00,0.00,1500.00,15.00,15.00,15.00,0,0
"LCLLI,HBIAF,LLBGL",5,0.00,30.00,4.00,0.00,4.00,4.00,0.00,0.00,4.00,4.00,3.00,0.00,0.00,1500.00,0.00,380.00,0.00,30.00,90.00,0.00,1500.00,0.00,4.00,170.00,0.00,0.00,0,0
"GFILH,BCHGG,LLLLI",5,0.00,0.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,550.00,0.00,1500.00,0.00,0.00,2.00,70.00,2.00,2.00,90.00,2.00,0.00,0.00,0,0
"LHIAE,BLAII,IALEL",5,0.00,3.00,0.00,4.00,1500.00,300.00,4.00,4.00,300.00,1500.00,0.00,0.00,3.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,4.00,0.00,0.00,0.00,0,0
"CCLBE,LLCLL,EFFIE",5,170.00,9.00,0.00,170.00,280.00,0.00,30.00,0.00,30.00,0.00,2.00,9.00,9.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"LFLLL,DLKII,EDLEL",5,0.00,320.00,0.00,0.00,15.00,1500.00,0.00,0.00,1500.00,15.00,0.00,0.00,2.00,0.00,320.00,0.00,0.00,11.00,11.00,0.00,0.00,0.00,11.00,0.00,11.00,11.00,1,0
