"GLBDC,EALFH,LEFLL",5,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,12.00,60.00,500.00,12.00,2.00,0.00,0.00,0.00,0.00,15.00,0.00,150.00,0.00,4.00,0.00,0.00,2.00,0.00,0.00,0.00,0,0
"LGCHI,HILLH,DLDHL",5,0.00,2.00,11.00,300.00,0.00,6.00,3000.00,0.00,6.00,0.00,600.00,0.00,20.00,11.00,2.00,0.00,0.00,4.00,7.00,0.00,600.00,0.00,11.00,0.00,0.00,0.00,2.00,50.00,130.00,0.00,0,0
"LLCEL,CALAC,DLILH",5,0.00,7.00,0.00,20.00,0.00,0.00,80.00,0.00,0.00,0.00,7.00,150.00,600.00,11.00,40.00,0.00,0.00,150.00,150.00,0.00,60.00,190.00,3000.00,0.00,0.00,0.00,7.00,0.00,240.00,50.00,0,0
"FJCDL,LLLLC,IIIED",5,150.00,0.00,40.00,70.00,6.00,2.00,350.00,300.00,2.00,300.00,40.00,0.00,0.00,40.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,300.00,0.00,3000.00,0.00,0.00,0,0
"LLDGI,DFLAD,LGALH",5,0.00,11.00,2.00,15.00,2.00,2.00,15.00,15.00,2.00,2.00,0.00,190.00,600.00,90.00,3.00,2.00,0.00,0.00,2.00,3.00,90.00,3000.00,2.00,11.00,0.00,0.00,11.00,2.00,90.00,600.00,0,0
"LBHCC,EIIII,ILLDH",5,0.00,0.00,40.00,3000.00,6.00,300.00,300.00,300.00,6.00,300.00,0.00,0.00,0.00,40.00,4.00,6.00,0.00,0.00,30.00,0.00,40.00,0.00,50.00,0.00,0.00,0.00,0.00,300.00,40.00,0.00,0,0
"LILFL,JEDLH,FFLFI",5,0.00,40.00,70.00,0.00,0.00,240.00,0.00,0.00,240.00,0.00,0.00,0.00,6.00,2.00,40.00,70.00,0.00,0.00,350.00,0.00,2.00,0.00,350.00,0.00,0.00,0.00,3000.00,350.00,2.00,0.00,0,0
"CLAAB,DDLFH,LLDLL",5,11.00,0.00,190.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,11.00,50.00,150.00,20.00,0.00,80.00,11.00,0.00,0.00,11.00,7.00,90.00,0.00,80.00,0.00,11.00,0.00,11.00,7.00,0.00,0,0
"IGILG,EELKJ,GLGIL",5,12.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,500.00,0.00,2.00,0.00,0.00,300.00,500.00,3000.00,20.00,6.00,2.00,0.00,0.00,0.00,20.00,300.00,20.00,1,0
"LLHAB,FIIII,IHALH",5,0.00,30.00,0.00,3000.00,6.00,6.00,300.00,300.00,6.00,6.00,0.00,2.00,300.00,0.00,20.00,0.00,2.00,0.00,130.00,6.00,4.00,300.00,4.00,6.00,0.00,0.00,30.00,0.00,4.00,300.00,0,0
