"LLELE,DIHHH,HHKEC",5,0.00,190.00,3.00,4.00,0.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,32.00,200.00,0.00,3.00,0.00,0.00,3.00,3.00,200.00,32.00,3.00,3.00,0.00,0.00,13.00,3.00,200.00,32.00,1,0
"EGEJD,ILLLH,GBHBG",5,350.00,0.00,0.00,70.00,2.00,0.00,70.00,310.00,70.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,25.00,0.00,2.00,4.00,4.00,0.00,0.00,0.00,25.00,0,0
"FGFCK,HLLLL,KCBFA",5,500.00,0.00,0.00,230.00,0.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,2,0
"GGGGC,HLLKE,LIDGD",4,32.00,140.00,4.00,25.00,25.00,2.00,25.00,0.00,25.00,10.00,0.00,0.00,140.00,45.00,2.00,4.00,0.00,0.00,0.00,2.00,0.00,140.00,0.00,140.00,3.00,3.00,25.00,4.00,0.00,140.00,1,0
"LLDEA,GCLBE,FIIIF",4,0.00,10.00,0.00,8.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,25.00,350.00,0.00,45.00,0.00,2.00,0.00,4.00,0.00,45.00,17.00,350.00,0.00,0.00,0.00,10.00,0.00,45.00,17.00,0,0
"AILEH,GEHIF,LLLGB",4,0.00,0.00,140.00,0.00,13.00,0.00,0.00,0.00,0.00,13.00,2.00,0.00,0.00,32.00,0.00,140.00,0.00,140.00,4.00,45.00,0.00,4.00,4.00,45.00,0.00,0.00,0.00,350.00,0.00,4.00,0,0
"GJLLD,EGIGI,LDLFL",5,0.00,0.00,10.00,2.00,310.00,140.00,2.00,2.00,140.00,310.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0,0
"FAIAA,HIJIG,LFLFJ",4,0.00,0.00,100.00,0.00,350.00,0.00,0.00,4.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0,0
"LCFJH,HHLLK,DCBDB",5,200.00,0.00,0.00,200.00,0.00,3.00,500.00,0.00,3.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,8.00,0.00,1,0
"HCLLE,GFDAD,LLLIF",4,0.00,0.00,350.00,0.00,17.00,0.00,0.00,0.00,0.00,17.00,2.00,0.00,0.00,40.00,0.00,350.00,0.00,25.00,32.00,25.00,3.00,0.00,32.00,25.00,0.00,0.00,0.00,15.00,3.00,0.00,0,0
"BLAHL,ADLJG,LEHHC",5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,4.00,5.00,13.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,500.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,200.00,0,0
"LHLCA,JLGLG,FCAEJ",5,0.00,32.00,0.00,310.00,100.00,70.00,140.00,0.00,70.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0,0
"HCBGL,EHLLF,LCBEC",5,0.00,0.00,0.00,200.00,3.00,3.00,500.00,200.00,3.00,3.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0,0
"HIHEK,GLLHH,AFECE",5,25.00,0.00,0.00,500.00,0.00,3.00,200.00,4.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,1,0
"LLEFF,FDGDI,BLLLD",5,0.00,13.00,40.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,140.00,0.00,230.00,0.00,100.00,0.00,70.00,5.00,25.00,0.00,230.00,0.00,0.00,0.00,13.00,5.00,25.00,0.00,0,0
"CALGF,DLCIK,LEIEE",5,0.00,0.00,0.00,8.00,350.00,0.00,8.00,8.00,8.00,350.00,0.00,0.00,0.00,0.00,0.00,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,10.00,0.00,0.00,0.00,0.00,0.00,1,0
"HIFLA,FCLGF,ALJLB",5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,0.00,0.00,70.00,0.00,0.00,0.00,230.00,3.00,0.00,200.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0,0
"LEFEF,FHLLL,KDHFD",5,0.00,0.00,0.00,500.00,0.00,200.00,200.00,0.00,3.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,1,0
"LLIGF,CBHEC,LILCL",5,0.00,45.00,45.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,32.00,4.00,140.00,45.00,8.00,0.00,45.00,310.00,4.00,32.00,45.00,45.00,0.00,0.00,45.00,45.00,4.00,32.00,0,0
"LGLLL,IEFIF,DLBEA",5,0.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,4.00,0.00,2.00,0.00,2.00,10.00,0.00,45.00,190.00,0.00,100.00,0.00,5.00,0.00,0.00,0.00,25.00,0.00,230.00,0.00,0,0
"HFHAC,LLCHG,HCBCL",5,8.00,0.00,0.00,3.00,500.00,3.00,3.00,3.00,200.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,5.00,0.00,0.00,0.00,0.00,0,0
"LFHFL,ALFLG,BAAEC",5,0.00,0.00,0.00,100.00,0.00,70.00,230.00,0.00,500.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0,0
"LLFGG,EILFI,BGABF",5,0.00,17.00,0.00,45.00,0.00,4.00,45.00,0.00,4.00,0.00,0.00,13.00,40.00,0.00,4.00,0.00,0.00,0.00,2.00,0.00,140.00,40.00,2.00,0.00,0.00,0.00,230.00,0.00,310.00,40.00,0,0
"AGKLK,LLLFJ,GHKLL",5,100.00,0.00,0.00,4.00,2.00,0.00,4.00,25.00,0.00,2.00,200.00,140.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,2.00,0.00,140.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,310.00,3,0
"LLHLE,FDBBL,HAEAH",5,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,190.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,500.00,0.00,0.00,32.00,0.00,0.00,3.00,0,0
"LBBIF,KDLLK,GLJBJ",4,0.00,5.00,2.00,40.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,40.00,25.00,0.00,2.00,0.00,0.00,40.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,40.00,2.00,350.00,0.00,2,0
"LGCDB,FLDLA,LCHCH",5,0.00,2.00,0.00,40.00,25.00,200.00,40.00,40.00,25.00,500.00,0.00,0.00,2.00,0.00,2.00,25.00,0.00,0.00,25.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,2.00,0,0
