"HELJH,JBDBA,HLGLL",5,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,600.00,0.00,0.00,600.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0,0
"AFHEF,HCADH,LHDLL",5,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,600.00,0.00,600.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,4.00,0.00,2.00,0,0
"FLEFH,DCHIC,HFIHL",5,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,2.00,4.00,2.00,600.00,2.00,4.00,0.00,0.00,2.00,0.00,2.00,600.00,0,0
"BBDIB,LHLLL,DBHFE",5,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,600.00,0.00,0.00,4.00,0.00,0,0
"KHHHH,JGJCG,HLFLH",5,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,600.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,600.00,0.00,0.00,0.00,4.00,0.00,4.00,1,0
"HFLCL,ABDEF,HHALH",5,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,600.00,0.00,0.00,600.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0,0
"IAJLH,GDLFL,FLIEH",5,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,70.00,0.00,2.00,0.00,2.00,6.00,0.00,300.00,0.00,40.00,0.00,0.00,0.00,0.00,2.00,300.00,0.00,0,0
"LCGDF,DLLLE,IDBKG",5,50.00,0.00,0.00,240.00,6.00,25.00,350.00,300.00,90.00,6.00,50.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,1,0
"LABFF,JELEG,FLFHL",5,0.00,0.00,15.00,60.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,3.00,350.00,0.00,2.00,0.00,0.00,4.00,0.00,350.00,0.00,15.00,0.00,0.00,0.00,0.00,15.00,350.00,0.00,0,0
"ILBEH,KILLG,ILABF",4,0.00,6.00,6.00,300.00,6.00,6.00,300.00,300.00,6.00,6.00,0.00,0.00,40.00,40.00,6.00,6.00,0.00,0.00,6.00,6.00,40.00,40.00,6.00,6.00,0.00,0.00,6.00,6.00,40.00,40.00,1,0
"LCDIE,AFLFB,LLGJD",4,0.00,0.00,20.00,70.00,2.00,2.00,70.00,70.00,2.00,2.00,3.00,0.00,7.00,300.00,0.00,11.00,0.00,0.00,11.00,0.00,300.00,7.00,20.00,0.00,0.00,0.00,0.00,20.00,300.00,7.00,0,0
"HGLLL,DADGI,HHAHL",5,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,600.00,0.00,0.00,600.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0,0
"ALCFF,KGBLH,LILFL",5,0.00,0.00,40.00,0.00,2.00,0.00,0.00,2.00,0.00,500.00,0.00,0.00,0.00,6.00,3.00,6.00,0.00,0.00,0.00,350.00,0.00,4.00,0.00,7.00,0.00,0.00,0.00,300.00,0.00,4.00,1,0
"DHGGL,FLLLD,LEJFH",5,70.00,0.00,0.00,190.00,90.00,0.00,190.00,600.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,30.00,0.00,4.00,2.00,2.00,0.00,0.00,0.00,30.00,0,0
"LEIFF,FDLHB,KLFLI",5,0.00,0.00,0.00,11.00,0.00,0.00,11.00,0.00,0.00,0.00,70.00,0.00,60.00,0.00,0.00,0.00,0.00,2.00,300.00,0.00,70.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,350.00,0.00,1,0
"HLJHH,DDFGB,KLHLH",5,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,600.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,600.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,1,0
"GBGEC,HLILI,LEHEH",5,4.00,0.00,0.00,2.00,90.00,2.00,2.00,300.00,90.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,130.00,0.00,0.00,0.00,0.00,0,0
"LEILG,IFGGK,JLALH",5,0.00,0.00,0.00,2.00,0.00,2.00,2.00,0.00,2.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,0.00,90.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,1,0
"GHHLG,DBFIC,LHEHL",5,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,600.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,600.00,0.00,0.00,0.00,4.00,0.00,4.00,0,0
"HLBLL,EDDDK,HJHEL",5,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,600.00,0.00,0.00,0.00,0.00,600.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,4.00,1,0
"AJIBB,IILID,LEDBG",4,300.00,0.00,0.00,0.00,300.00,0.00,0.00,300.00,0.00,6.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,6.00,0.00,0.00,0.00,0.00,0,0
"CGFLC,LELAH,ILCGG",5,12.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,90.00,0.00,300.00,0.00,6.00,2.00,15.00,0.00,0.00,30.00,0.00,7.00,0.00,0.00,0.00,0.00,6.00,150.00,0.00,0,0
"ILFFA,DIILH,ILBBE",4,0.00,6.00,6.00,300.00,6.00,6.00,300.00,300.00,6.00,6.00,0.00,0.00,40.00,40.00,6.00,6.00,0.00,0.00,6.00,6.00,40.00,40.00,6.00,6.00,0.00,0.00,6.00,6.00,40.00,40.00,0,0
"FDCCL,ELFLG,LBEGL",5,0.00,0.00,0.00,70.00,150.00,2.00,350.00,350.00,2.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0,0
"BHLLC,GCFII,HHCLL",5,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,600.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,600.00,0.00,0.00,0.00,4.00,0.00,4.00,0,0
"LLJGE,IIIEH,HELLB",5,40.00,0.00,0.00,40.00,0.00,40.00,40.00,0.00,6.00,0.00,0.00,300.00,300.00,0.00,90.00,0.00,40.00,0.00,0.00,30.00,0.00,4.00,240.00,4.00,6.00,40.00,0.00,0.00,0.00,4.00,0,0
