"KDFDA,FFKLF,LLEEA",5,2.00,0.00,50.00,0.00,70.00,0.00,0.00,2.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,18.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,320.00,2,0
"LDLFF,GIBCL,JLLFF",5,0.00,11.00,0.00,4.00,0.00,50.00,4.00,0.00,50.00,0.00,3.00,0.00,0.00,0.00,11.00,0.00,0.00,25.00,320.00,0.00,6.00,0.00,320.00,0.00,0.00,0.00,0,0
"GALAL,FFAHE,ILELF",5,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,300.00,0.00,70.00,380.00,0.00,3.00,0.00,3.00,0.00,18.00,18.00,0,0
"HAGLK,LIDCF,HLLLH",5,4.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,3.00,0.00,3.00,15.00,90.00,3.00,0.00,3.00,0.00,130.00,0.00,4.00,4.00,1,0
"FFHFB,AAAHJ,LFFFL",5,4.00,2.00,320.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,2.00,70.00,2.00,0.00,0.00,2.00,320.00,2.00,2.00,70.00,2.00,0.00,0.00,0,0
"LLCEJ,IEICE,JCLLG",4,0.00,9.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,0.00,50.00,0.00,50.00,0.00,40.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0,0
"HHLLH,KEFFE,LLDBF",5,0.00,500.00,11.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,70.00,3.00,30.00,0.00,0.00,30.00,3.00,3.00,3.00,3.00,130.00,0.00,0.00,1,0
"LDBLJ,HALBL,ELBID",5,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,500.00,0.00,11.00,50.00,0.00,0.00,0.00,3.00,6.00,0.00,220.00,0.00,6.00,0.00,0.00,0.00,0,0
"ILLHA,GEBCL,CLKLD",5,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,4.00,0.00,4.00,40.00,3.00,380.00,300.00,0.00,4.00,0.00,4.00,9.00,0.00,0.00,1,0
"LHLCJ,FLFIF,LAAGK",4,18.00,30.00,4.00,18.00,300.00,4.00,18.00,18.00,300.00,4.00,0.00,0.00,3.00,0.00,3.00,4.00,0.00,0.00,4.00,3.00,0.00,3.00,4.00,30.00,18.00,18.00,1,0
"KLCIH,LCLCG,AKIGA",5,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,40.00,40.00,2,0
"LEDHF,ILLFL,FBJDD",5,50.00,0.00,0.00,320.00,2.00,0.00,320.00,70.00,11.00,2.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,4.00,4.00,0,0
"LEGEL,FBLDC,LLFED",5,0.00,0.00,18.00,6.00,0.00,0.00,6.00,6.00,0.00,0.00,18.00,0.00,50.00,290.00,0.00,25.00,0.00,2.00,25.00,0.00,50.00,290.00,18.00,0.00,0.00,0.00,0,0
"LLFGE,JBLDF,ILJIJ",4,0.00,18.00,4.00,6.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,300.00,50.00,0.00,4.00,0.00,0.00,18.00,4.00,90.00,300.00,0.00,4.00,0.00,0.00,0,0
"IALIG,FGABA,LLELF",5,0.00,0.00,50.00,0.00,25.00,0.00,0.00,3.00,0.00,3.00,2.00,0.00,0.00,4.00,0.00,320.00,0.00,70.00,300.00,0.00,4.00,15.00,4.00,4.00,0.00,0.00,0,0
"GECEG,ALLLF,LABID",5,15.00,0.00,0.00,90.00,40.00,3.00,380.00,220.00,3.00,30.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0,0
"GFLLA,BHGGG,FLFDF",5,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,18.00,0.00,6.00,25.00,320.00,90.00,2.00,3.00,320.00,0.00,0.00,0,0
"ABLBJ,HEADH,GLGGL",5,0.00,0.00,380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,0.00,380.00,0.00,30.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0,0
"AIGBL,HAHCA,GLLGG",5,0.00,0.00,380.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,3.00,0.00,380.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0,0
"LLDLD,IEAAA,AFLHF",5,0.00,220.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,220.00,0.00,300.00,0.00,2.00,15.00,2.00,4.00,18.00,0.00,0.00,0.00,0,0
"GCHLG,LLLIF,GIGFG",4,300.00,0.00,0.00,25.00,3.00,25.00,25.00,25.00,3.00,25.00,300.00,9.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,0,0
"GLGFK,FDFLF,IGLFB",5,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,3.00,0.00,25.00,0.00,320.00,0.00,25.00,50.00,3.00,4.00,25.00,4.00,0.00,0.00,1,0
"GHLCL,ALDGE,EDLLJ",5,0.00,0.00,0.00,3.00,15.00,380.00,3.00,0.00,380.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0,0
"GGBEL,BLALC,FDLAF",5,0.00,3.00,0.00,3.00,2.00,380.00,3.00,2.00,3.00,320.00,0.00,0.00,3.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,0,0
"LILIH,HDFDA,LADGH",4,0.00,300.00,0.00,0.00,45.00,45.00,0.00,0.00,45.00,45.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,300.00,0.00,0.00,0,0
