"FLFIL,LEICI,JLLKE",5,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,50.00,2.00,0.00,18.00,0.00,2000.00,18.00,18.00,0.00,2.00,0.00,18.00,0.00,0.00,0.00,1,0
"DCLCG,LLAII,HGKGJ",5,4.00,0.00,0.00,0.00,30.00,0.00,0.00,3.00,11.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,1,0
"HGAGG,CIIID,ILLJL",5,0.00,0.00,50.00,0.00,4.00,0.00,0.00,2000.00,0.00,2000.00,0.00,0.00,0.00,50.00,0.00,4.00,0.00,0.00,3.00,0.00,3.00,0.00,30.00,0.00,0.00,0.00,0,0
"FILLF,BLKGC,ICIFL",5,0.00,0.00,0.00,2.00,50.00,2.00,2.00,4.00,18.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,4.00,0.00,2000.00,6.00,6.00,1,0
"FLILJ,ABFFC,LIICL",5,0.00,2.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,4.00,2.00,50.00,0.00,0.00,0.00,2000.00,0.00,18.00,0.00,2000.00,0.00,0.00,0,0
"ILDDL,JALLE,LGDII",5,0.00,4.00,3.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,2000.00,25.00,4.00,3.00,0.00,0.00,0.00,45.00,0.00,2000.00,0.00,45.00,0.00,0.00,0,0
"EELGH,ILBLL,BEHFA",5,4.00,15.00,0.00,0.00,30.00,0.00,0.00,30.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"HKFGL,AIILE,ILLEL",5,0.00,0.00,50.00,0.00,4.00,0.00,0.00,2000.00,0.00,2000.00,0.00,0.00,0.00,50.00,0.00,4.00,0.00,0.00,3.00,0.00,3.00,0.00,30.00,0.00,0.00,0.00,1,0
"FLAHH,LIILI,IFADL",5,2000.00,2.00,0.00,0.00,4.00,0.00,0.00,2000.00,0.00,4.00,2.00,50.00,2.00,0.00,2.00,0.00,4.00,2.00,2.00,4.00,2.00,50.00,2.00,4.00,4.00,4.00,0,0
"DHABC,ELLLJ,IAIFL",5,50.00,0.00,0.00,45.00,4.00,0.00,45.00,2000.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"IIIHI,JCCAC,HLLIB",5,0.00,50.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,50.00,3.00,0.00,0.00,2000.00,0.00,4.00,0.00,2000.00,0.00,0.00,0.00,0,0
"ILLLL,EABGA,DFLIG",5,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2000.00,0.00,50.00,0.00,0.00,45.00,0.00,0.00,0.00,45.00,0.00,0.00,0,0
"JEIAF,DLCLH,LIICI",5,0.00,0.00,50.00,0.00,2000.00,0.00,0.00,40.00,0.00,2000.00,0.00,0.00,0.00,4.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"GKIAB,LIAIL,FLBEB",5,4.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,0.00,2.00,0.00,2.00,0.00,50.00,3.00,0.00,3.00,0.00,3.00,0.00,2000.00,2000.00,1,0
"CCLEF,LLALI,FBHAG",5,15.00,9.00,0.00,0.00,70.00,0.00,0.00,2.00,40.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"DLLCE,LFIGI,JLJLB",5,2.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,2000.00,0.00,0.00,0.00,0.00,0.00,2000.00,45.00,0.00,0.00,0.00,0.00,0.00,18.00,18.00,0,0
"GELAC,ILBIL,EIGJA",5,4.00,0.00,0.00,3.00,15.00,25.00,3.00,0.00,25.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,15.00,2000.00,2000.00,0,0
"ILLLL,AFBEC,HAIFK",5,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2000.00,0.00,0.00,4.00,0.00,3.00,0.00,3.00,0.00,130.00,0.00,0.00,1,0
"LLIGL,EFBCA,KLILE",5,0.00,50.00,0.00,2.00,0.00,2.00,2.00,0.00,2.00,0.00,0.00,0.00,30.00,0.00,50.00,0.00,0.00,0.00,2000.00,0.00,6.00,0.00,2000.00,0.00,0.00,0.00,1,0
"HICLL,JDIFF,ILLJI",5,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,4.00,0.00,0.00,3.00,2000.00,3.00,50.00,30.00,4.00,0.00,0.00,0,0
"ABIFH,LLBIL,ADABB",5,6.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"FIIIL,EAFEC,LLIJL",5,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,50.00,0.00,0.00,2.00,2000.00,18.00,4.00,2.00,2000.00,0.00,0.00,0,0
"GLLEF,IIDLL,DCLBD",5,4.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,25.00,0.00,50.00,0.00,0.00,11.00,0.00,11.00,0.00,11.00,2000.00,2000.00,0,0
"CEIBF,LLALL,AIIAK",5,75.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,1,0
"LILIL,ECCEA,FILFB",5,0.00,2000.00,0.00,9.00,0.00,9.00,9.00,0.00,9.00,0.00,0.00,0.00,4.00,0.00,2000.00,0.00,0.00,0.00,50.00,0.00,4.00,0.00,50.00,0.00,0.00,0.00,0,0
"AALBC,LIFLI,BLLGD",5,4.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,4.00,6.00,4.00,90.00,4.00,0.00,0.00,0.00,4.00,0.00,2000.00,2000.00,0,0
"HALEE,LLHIL,EBCAF",5,30.00,0.00,0.00,30.00,15.00,3.00,30.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"LILHL,DAADB,IIHLL",5,0.00,50.00,4.00,4.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,4.00,4.00,4.00,2000.00,0.00,0.00,2000.00,4.00,4.00,4.00,4.00,50.00,0.00,0.00,0,0
"LHBJL,AILLI,CJDHB",5,0.00,3.00,0.00,2000.00,0.00,4.00,2000.00,0.00,4.00,0.00,0.00,0.00,130.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"LLHIL,BDLJE,JLGIL",5,0.00,30.00,0.00,11.00,0.00,0.00,11.00,0.00,0.00,0.00,6.00,6.00,2000.00,0.00,25.00,0.00,0.00,0.00,30.00,0.00,2000.00,0.00,25.00,0.00,0.00,0.00,0,0
"HLLLF,AEBKD,IAIBI",5,0.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,4.00,0.00,2000.00,0.00,4.00,0.00,2000.00,0.00,0.00,1,0
"EFLFD,ILJLI,DFDHE",5,4.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,50.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"IIIFI,DAGLL,HLLIF",5,0.00,50.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,50.00,3.00,0.00,0.00,2000.00,0.00,4.00,0.00,2000.00,0.00,0.00,0.00,0,0
"GJIFF,LLALI,BKLAG",5,15.00,0.00,0.00,3.00,0.00,90.00,3.00,0.00,3.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,1,0
"AILHB,CCAEC,LILIL",5,0.00,0.00,2000.00,0.00,9.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,4.00,0.00,2000.00,0.00,0.00,0.00,50.00,0.00,4.00,0.00,50.00,9.00,9.00,0,0
"DCLAE,LLBLI,BCAAD",5,30.00,0.00,0.00,0.00,30.00,0.00,0.00,30.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"EDLHF,CHKFI,ILLLL",5,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2000.00,0.00,40.00,50.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,1,0
"JGLAE,LLBIL,GAGGH",5,6.00,0.00,0.00,0.00,25.00,0.00,0.00,3.00,0.00,25.00,0.00,3.00,0.00,0.00,0.00,0.00,25.00,4.00,0.00,25.00,0.00,3.00,0.00,25.00,2000.00,2000.00,0,0
"DJIIJ,LLDLI,GAAGL",5,45.00,0.00,0.00,45.00,3.00,0.00,45.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"GFLHE,LLDIL,GALBF",5,11.00,0.00,0.00,3.00,25.00,25.00,3.00,3.00,25.00,25.00,0.00,2.00,0.00,0.00,0.00,0.00,18.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"ILLLL,CFBFJ,EDLJC",5,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2000.00,0.00,40.00,0.00,0.00,50.00,0.00,0.00,0.00,50.00,0.00,0.00,0,0
"IBILL,BGLGA,ILACL",5,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,6.00,0.00,2000.00,0.00,50.00,0.00,0.00,50.00,0.00,2000.00,0.00,4.00,0.00,0.00,0.00,0,0
"LLLLI,DHCCC,GJIAD",5,0.00,2000.00,0.00,3.00,0.00,3.00,3.00,0.00,30.00,0.00,0.00,0.00,9.00,0.00,2000.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,90.00,0.00,0.00,0,0
"GBIHK,LIGLL,GGLBH",5,4.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,3.00,6.00,3.00,3.00,0.00,25.00,0.00,25.00,0.00,2000.00,2000.00,1,0
"LFLGL,ELFIF,AALEJ",5,0.00,18.00,4.00,18.00,4.00,2000.00,18.00,0.00,2000.00,4.00,0.00,0.00,18.00,0.00,18.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,15.00,15.00,0,0
"AIIIL,GDLHH,ILADL",5,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,2000.00,0.00,50.00,0.00,3.00,0.00,4.00,4.00,50.00,4.00,2000.00,0.00,0.00,0,0
"LILIL,ACCBJ,HILHG",5,0.00,2000.00,0.00,9.00,0.00,9.00,9.00,0.00,9.00,0.00,0.00,0.00,4.00,0.00,2000.00,0.00,0.00,0.00,50.00,0.00,4.00,0.00,50.00,0.00,0.00,0.00,0,0
"ILLIL,EIBLD,ALAEI",5,0.00,2000.00,4.00,4.00,0.00,4.00,4.00,0.00,2000.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,50.00,50.00,4.00,4.00,0.00,4.00,4.00,0.00,0.00,0,0
"IILLL,BCAAE,CLCLA",5,0.00,2000.00,40.00,0.00,9.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,4.00,0.00,4.00,40.00,0.00,30.00,2000.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0,0
"JCLHF,LLALI,GHDFJ",5,15.00,0.00,0.00,0.00,90.00,0.00,0.00,3.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"ELLAH,BHHJA,IILIL",5,0.00,15.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,15.00,2000.00,6.00,0.00,0.00,50.00,0.00,4.00,0.00,50.00,0.00,0.00,0,0
"ILCGI,HFIFE,ILDLI",5,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,2000.00,50.00,4.00,4.00,3.00,3.00,4.00,4.00,50.00,2000.00,4.00,4.00,0.00,0.00,0,0
"LIILI,AEDKE,ELLJC",5,0.00,2000.00,15.00,0.00,0.00,15.00,0.00,0.00,0.00,15.00,0.00,0.00,4.00,0.00,2000.00,0.00,0.00,0.00,50.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,1,0
"BIIEA,LLBIL,BILFF",5,6.00,0.00,0.00,6.00,0.00,6.00,6.00,6.00,0.00,6.00,4.00,4.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"LLLIL,EECCC,DFLBH",5,0.00,2000.00,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00,0.00,9.00,0.00,2000.00,0.00,15.00,0.00,18.00,11.00,2.00,0.00,18.00,11.00,15.00,15.00,0,0
"DCIHH,LLGLI,BIAKE",5,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,1,0
"AIIGH,LLBLL,FECJK",5,130.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,1,0
"HLIIA,JIGGF,IFLCL",5,0.00,3.00,0.00,0.00,50.00,0.00,0.00,4.00,0.00,50.00,0.00,0.00,3.00,0.00,30.00,0.00,0.00,0.00,0.00,2000.00,0.00,4.00,0.00,2000.00,0.00,0.00,0,0
"ABIEG,LLLLL,CAFED",5,0.00,0.00,0.00,75.00,0.00,0.00,15.00,40.00,0.00,0.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,2000.00,2000.00,0,0
"HDICK,FEAEC,ILLLL",5,0.00,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,2000.00,0.00,2.00,3.00,0.00,3.00,0.00,130.00,0.00,0.00,0.00,1,0
"DILLI,GHABF,LIIEL",5,0.00,0.00,50.00,0.00,30.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,4.00,0.00,50.00,0.00,0.00,0.00,2000.00,0.00,4.00,0.00,2000.00,0.00,0.00,0,0
"ILLLL,EJHGJ,DFLAC",5,0.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2000.00,0.00,50.00,0.00,0.00,45.00,0.00,0.00,0.00,45.00,0.00,0.00,0,0
"IFEEL,HLLLI,KKGGL",5,130.00,0.00,0.00,2000.00,0.00,4.00,2000.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,2,0
"HLLIH,DEFAI,IIIFL",5,0.00,30.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.00,3.00,50.00,0.00,0.00,0.00,2000.00,0.00,4.00,0.00,2000.00,0.00,0.00,0,0
"ELEID,LCIBL,ALLAE",5,0.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,50.00,0.00,0.00,15.00,0.00,2000.00,15.00,15.00,4.00,0.00,0.00,15.00,0.00,0.00,0.00,0,0
"EBLCF,ILGLL,CFEKH",5,4.00,0.00,0.00,0.00,40.00,50.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,1,0
