"HHEAJ,FFLHD,ALHLH",5,15.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,600.00,20.00,30.00,0.00,0.00,2.00,4.00,0.00,30.00,0.00,130.00,0.00,2.00,2.00,0,0
"LLFLA,HEBAL,DHHGG",5,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,130.00,0.00,600.00,4.00,4.00,0.00,4.00,0.00,30.00,0.00,0.00,0.00,0,0
"AABGK,GLGLF,LFLDH",5,90.00,0.00,15.00,0.00,25.00,20.00,0.00,90.00,0.00,600.00,0.00,0.00,0.00,2.00,3.00,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00,1,0
"LLLLC,DAFCI,GIHKL",5,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,15.00,0.00,130.00,0.00,0.00,0.00,40.00,2.00,6.00,2.00,6.00,500.00,0.00,0.00,1,0
"CBLLE,LECBH,ALGLC",5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,20.00,0.00,600.00,30.00,0.00,150.00,0.00,0.00,0.00,12.00,12.00,0,0
"LHHHJ,IFKFG,LLDKL",5,0.00,130.00,11.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,6.00,0.00,4.00,0.00,4.00,30.00,0.00,6.00,30.00,4.00,0.00,4.00,11.00,600.00,0.00,0.00,2,0
"HELHA,LLHLC,CKJHH",5,130.00,0.00,0.00,130.00,30.00,4.00,130.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,150.00,1,0
"DGCBE,FLFFK,LHLIF",5,70.00,0.00,30.00,0.00,7.00,11.00,0.00,350.00,0.00,350.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,20.00,0.00,2.00,0.00,2.00,2.00,2.00,1,0
"GALLE,KECEC,LLDLH",5,0.00,0.00,50.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,600.00,0.00,0.00,90.00,0.00,2.00,0.00,2.00,20.00,0.00,0.00,1,0
"BECEB,FLGLH,LIBHL",5,2.00,0.00,6.00,0.00,150.00,90.00,0.00,500.00,0.00,90.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0,0
"LLLLF,FDBDH,IICFG",5,0.00,350.00,6.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,2.00,4.00,6.00,30.00,40.00,2.00,0.00,40.00,6.00,6.00,6.00,6.00,300.00,0.00,0.00,0,0
"LHGCC,ALLAF,BCEHL",5,20.00,4.00,0.00,20.00,0.00,12.00,20.00,4.00,20.00,0.00,0.00,0.00,600.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0,0
"LHHHF,IFFFL,CEEGA",5,0.00,130.00,0.00,350.00,0.00,2.00,350.00,0.00,2.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0,0
"AIDFD,CLLLF,LGGCL",5,30.00,0.00,20.00,20.00,190.00,0.00,20.00,0.00,0.00,500.00,0.00,0.00,0.00,20.00,0.00,2.00,0.00,0.00,0.00,6.00,0.00,40.00,0.00,6.00,0.00,0.00,0,0
"DLFGE,LFLCF,ECDLD",5,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,350.00,190.00,0.00,11.00,0.00,11.00,0.00,0.00,0.00,0.00,240.00,0.00,0.00,15.00,15.00,0,0
"DGJHD,LLLIG,AGIGB",5,300.00,0.00,0.00,11.00,0.00,0.00,11.00,3.00,0.00,0.00,20.00,500.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"AALLB,DLAFF,LDHLL",5,0.00,20.00,0.00,3.00,350.00,0.00,3.00,3.00,3.00,30.00,0.00,0.00,80.00,0.00,0.00,190.00,0.00,50.00,0.00,0.00,0.00,20.00,0.00,80.00,11.00,11.00,0,0
"GIDLG,FGLEF,ILAFE",5,0.00,0.00,6.00,20.00,0.00,2.00,20.00,0.00,2.00,0.00,350.00,0.00,0.00,300.00,0.00,6.00,0.00,2.00,2.00,6.00,90.00,40.00,2.00,6.00,0.00,0.00,0,0
"LECIL,DLLFF,CDIEJ",5,11.00,0.00,0.00,350.00,7.00,40.00,350.00,7.00,7.00,0.00,11.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0,0
"LIFDA,JAEBB,LLLLG",5,0.00,6.00,500.00,0.00,0.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,6.00,12.00,40.00,70.00,0.00,0.00,70.00,40.00,12.00,6.00,80.00,6.00,0.00,0.00,0,0
"LCFAD,IDJCE,FLFLF",5,0.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,2.00,0.00,350.00,0.00,6.00,70.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0,0
"LHAFE,GLLLC,DIFDD",5,90.00,4.00,0.00,150.00,0.00,70.00,240.00,190.00,20.00,0.00,0.00,0.00,30.00,0.00,4.00,0.00,0.00,0.00,6.00,0.00,40.00,0.00,6.00,0.00,2.00,2.00,0,0
"BJHDA,CBCCC,LLELL",5,0.00,0.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,7.00,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"LELCH,GDDDA,ILCHC",5,0.00,12.00,6.00,50.00,0.00,0.00,50.00,0.00,50.00,0.00,2.00,0.00,0.00,6.00,0.00,40.00,0.00,20.00,600.00,0.00,11.00,0.00,7.00,0.00,0.00,0.00,0,0
"GACBL,DLBLD,LFHFL",5,0.00,0.00,2.00,2.00,150.00,2.00,2.00,90.00,2.00,600.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
"LGLDA,AJEGL,HLDLH",5,0.00,20.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,2.00,600.00,0.00,80.00,80.00,0.00,12.00,0.00,50.00,0.00,0.00,0.00,0,0
"EHHHL,DDLCI,LLFGC",5,11.00,0.00,15.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,11.00,0.00,0.00,600.00,0.00,30.00,0.00,0.00,0.00,4.00,12.00,30.00,0.00,130.00,0.00,0.00,0,0
"IALCA,GLCLH,CDIIF",4,2.00,0.00,0.00,6.00,30.00,300.00,6.00,30.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,90.00,0,0
"LFLIH,ALJLI,FEGFG",5,0.00,15.00,0.00,0.00,70.00,90.00,0.00,2.00,600.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,12.00,2.00,0.00,2.00,0.00,15.00,20.00,20.00,0,0
"LEDEH,ALGLC,FIHEI",5,0.00,0.00,0.00,90.00,2.00,600.00,90.00,2.00,50.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0,0
"LDDCG,FLJGI,AILLD",5,2.00,11.00,0.00,0.00,0.00,500.00,0.00,0.00,11.00,3.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,300.00,0.00,2.00,2.00,0,0
"HHEEH,FLHLD,EEAIC",5,2.00,4.00,0.00,130.00,60.00,4.00,600.00,0.00,4.00,0.00,0.00,0.00,30.00,0.00,4.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0,0
"EBBIC,JLLLA,LDGGH",5,0.00,0.00,0.00,60.00,25.00,0.00,60.00,600.00,0.00,90.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0,0
"HLDLI,LJEEE,JLILA",5,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,240.00,4.00,0.00,4.00,0.00,300.00,50.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0,0
"LBEFH,DLHLE,GHAAF",5,0.00,0.00,0.00,130.00,2.00,20.00,600.00,2.00,60.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,30.00,0.00,4.00,0.00,0.00,0.00,0,0
"LDDHL,DCLGK,CLCLD",5,0.00,11.00,30.00,7.00,0.00,7.00,7.00,7.00,0.00,7.00,11.00,50.00,190.00,7.00,0.00,0.00,0.00,50.00,190.00,0.00,130.00,0.00,150.00,0.00,0.00,0.00,1,0
"LFALF,DBHDA,KLFLE",5,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,350.00,0.00,0.00,0.00,20.00,0.00,130.00,0.00,350.00,0.00,0.00,0.00,1,0
"LLCHH,GFGIA,ECLGH",5,0.00,7.00,0.00,2.00,0.00,15.00,2.00,0.00,2.00,0.00,0.00,90.00,90.00,0.00,600.00,0.00,20.00,0.00,7.00,12.00,0.00,0.00,7.00,0.00,0.00,0.00,0,0
